,IMDBId,movie title,director(s),writer(s),casts,genre(s),language,country,runtime (mins),mpaarating,release date,metacritic score,budget,distributionCompany
1515,,The Lunch Date,['Adam Davidson'],['Adam Davidson'],"['Scotty Bloch', 'Clebert Ford', 'Bernard Johnson']","['Short', 'Drama']",English,USA,12min,12min,,,,
1516,,True Grit,"['Ethan Coen', 'Joel Coen']","['Joel Coen', 'Ethan Coen', '1 more credit']","['Jeff Bridges', 'Matt Damon', 'Hailee Steinfeld']","['Drama', 'Western']",English,USA,1h 50min,PG-13,22-Dec-10,80.0,38000000.0,Paramount Pictures
1517,,Contact,['Jonathan Darby'],['Jonathan Darby'],"['Brad Bovee', 'Elias Koteas', 'Ken Lesco']",['Short'],English,USA,30min,30min,,,,
1518,,The Lord of the Rings: The Return of the King,['Peter Jackson'],"['J.R.R. Tolkien', 'Fran Walsh', '2 more credits']","['Elijah Wood', 'Viggo Mortensen', 'Ian McKellen']","['Action', 'Adventure', 'Drama', 'Fantasy']",English,New Zealand,3h 21min,PG-13,17-Dec-03,94.0,94000000.0,New Line Cinema
1519,,Under Fire,['Roger Spottiswoode'],"['Clayton Frohman', 'Clayton Frohman', '1 more credit']","['Nick Nolte', 'Ed Harris', 'Gene Hackman']","['Drama', 'War']",English,USA,2h 8min,R,21-Oct-83,,9500000.0,Orion Pictures
1520,,Treasure Planet,"['Ron Clements', 'John Musker']","['Robert Louis Stevenson', 'Ron Clements', '6 more credits']","['Joseph Gordon-Levitt', 'Emma Thompson', 'Martin Short']","['Animation', 'Adventure', 'Family', 'Sci-Fi']",English,USA,1h 35min,PG,27-Nov-02,60.0,140000000.0,Buena Vista Pictures
1521,,The Hobbit: The Desolation of Smaug,['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens', '3 more credits']","['Ian McKellen', 'Martin Freeman', 'Richard Armitage']","['Adventure', 'Fantasy']",English,New Zealand,2h 41min,PG-13,13-Dec-13,66.0,225000000.0,Fathom Events
1522,,Brokeback Mountain,['Ang Lee'],"['Annie Proulx', 'Larry McMurtry', '1 more credit']","['Jake Gyllenhaal', 'Heath Ledger', 'Michelle Williams']","['Drama', 'Romance']",English,USA,2h 14min,R,13-Jan-06,87.0,14000000.0,Focus Features
1523,,The End of the Affair,['Neil Jordan'],"['Graham Greene', 'Neil Jordan']","['Ralph Fiennes', 'Julianne Moore', 'Stephen Rea']","['Drama', 'Romance']",English,UK,1h 42min,R,21-Jan-00,65.0,23000000.0,Columbia Pictures
1524,,The Quiet American,['Phillip Noyce'],"['Graham Greene', 'Christopher Hampton', '1 more credit']","['Michael Caine', 'Brendan Fraser', 'Thi Hai Yen Do']","['Drama', 'Romance', 'Thriller', 'War']",English,UK,1h 41min,R,7-Mar-03,84.0,30000000.0,Miramax
1525,,Training Day,['Antoine Fuqua'],['David Ayer'],"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn']","['Crime', 'Drama', 'Thriller']",English,USA,2h 2min,R,5-Oct-01,69.0,45000000.0,Warner Bros.
1526,,The Cider House Rules,['Lasse Hallström'],"['John Irving', 'John Irving']","['Tobey Maguire', 'Charlize Theron', 'Michael Caine']","['Drama', 'Romance']",English,USA,2h 6min,PG-13,7-Jan-00,75.0,24000000.0,Miramax
1527,,Diner,['Barry Levinson'],['Barry Levinson'],"['Steve Guttenberg', 'Mickey Rourke', 'Kevin Bacon']","['Comedy', 'Drama']",English,USA,1h 50min,R,21-May-82,82.0,5000000.0,Metro-Goldwyn-Mayer
1528,,Saria,['Bryan Buckley'],['Bryan Buckley'],"['Estefanía Tellez', 'Gabriela Ramírez', 'Verónica Zúñiga']","['Short', 'Drama']",Spanish,USA,22min,22min,,,,
1529,,War Witch,['Kim Nguyen'],"['Kim Nguyen', 'Simon Trépanier', '1 more credit']","['Rachel Mwanza', 'Alain Lino Mic Eli Bastien', 'Serge Kanyinda']","['Drama', 'War']",French,Canada,1h 30min,Not Rated,23-Aug-12,84.0,3500000.0,Tribeca Film
1530,,War Horse,['Steven Spielberg'],"['Lee Hall', 'Richard Curtis', '2 more credits']","['Jeremy Irvine', 'Emily Watson', 'David Thewlis']","['Action', 'Adventure', 'Drama', 'History', 'War']",English,USA,2h 26min,PG-13,25-Dec-11,72.0,66000000.0,Touchstone Pictures
1531,,Camille Claudel,['Bruno Nuytten'],"['Reine-Marie Paris', 'Bruno Nuytten', '2 more credits']","['Isabelle Adjani', 'Gérard Depardieu', 'Madeleine Robinson']","['Biography', 'Drama', 'History', 'Romance']",French,France,2h 55min,R,21-Dec-89,,,Orion Classics
1532,,The Dutch Master,['Susan Seidelman'],"['Jonathan Brett', 'Susan Seidelman']","['Mira Sorvino', 'Aida Turturro', 'Sharon Angela']","['Short', 'Romance', 'Comedy']",English,Germany,28min,28min,,,,
1533,,Spirit: Stallion of the Cimarron,"['Kelly Asbury', 'Lorna Cook']","['John Fusco', 'Michael Lucker']","['Matt Damon', 'James Cromwell', 'Daniel Studi']","['Animation', 'Adventure', 'Drama', 'Family', 'Western']",English,USA,1h 23min,G,24-May-02,52.0,80000000.0,DreamWorks Distribution
1534,,Short Cuts,['Robert Altman'],"['Raymond Carver', 'Robert Altman', '1 more credit']","['Andie MacDowell', 'Julianne Moore', 'Tim Robbins']","['Comedy', 'Drama']",English,USA,3h 8min,R,1-Oct-93,79.0,,Fine Line Features
1535,,Unstrung Heroes,['Diane Keaton'],"['Franz Lidz', 'Richard LaGravenese']","['Andie MacDowell', 'John Turturro', 'Michael Richards']","['Comedy', 'Drama']",English,USA,1h 33min,PG,22-Sep-95,70.0,,Mill Creek Entertainment
1536,,Sewing Woman,['Arthur Dong'],['Lorraine Dong'],"['Lisa Lu', 'Zem Ping Dong']","['Documentary', 'Short']",English,USA,14min,14min,,,,
1537,,Queen Margot,['Patrice Chéreau'],"['Alexandre Dumas', 'Danièle Thompson', '2 more credits']","['Isabelle Adjani', 'Daniel Auteuil', 'Jean-Hugues Anglade']","['Biography', 'Drama', 'History', 'Romance']",French,France,2h 39min,R,9-Dec-94,,,Cohen Media Group
1538,,The Theory of Everything,['James Marsh'],"['Anthony McCarten', 'Jane Hawking']","['Eddie Redmayne', 'Felicity Jones', 'Tom Prior']","['Biography', 'Drama', 'Romance']",English,UK,2h 3min,PG-13,26-Nov-14,72.0,15000000.0,Focus Features
1539,,Squash,['Lionel Bailliu'],['Lionel Bailliu'],"['Malcolm Conrath', 'Eric Savin']","['Short', 'Comedy', 'Drama', 'Sport']",French,France,27min,27min,,,,
1540,,Being John Malkovich,['Spike Jonze'],['Charlie Kaufman'],"['John Cusack', 'Cameron Diaz', 'Catherine Keener']","['Comedy', 'Drama', 'Fantasy']",English,USA,1h 53min,R,3-Dec-99,90.0,13000000.0,USA Films
1541,,Full Metal Jacket,['Stanley Kubrick'],"['Stanley Kubrick', 'Michael Herr', '2 more credits']","['Matthew Modine', 'R. Lee Ermey', ""Vincent D'Onofrio""]","['Drama', 'War']",English,UK,1h 56min,R,10-Jul-87,76.0,30000000.0,Warner Bros.
1542,,"Girl, Interrupted",['James Mangold'],"['Susanna Kaysen', 'James Mangold', '2 more credits']","['Winona Ryder', 'Angelina Jolie', 'Clea DuVall']","['Biography', 'Drama']",English,USA,2h 7min,R,14-Jan-00,51.0,40000000.0,Columbia Pictures
1543,,Camila,['María Luisa Bemberg'],"['María Luisa Bemberg', 'Beda Docampo Feijóo', '1 more credit']","['Susú Pecoraro', 'Imanol Arias', 'Héctor Alterio']","['Drama', 'Romance']",Spanish,Argentina,1h 45min,R,15-Mar-85,,,European Classics
1544,,Raju,['Max Zähle'],"['Florian Kuhn', 'Max Zähle']","['Wotan Wilke Möhring', 'Julia Richter', 'Krish Gupta']","['Short', 'Drama']",German,Germany,24min,Not Rated,10-Feb-12,,,Film Movement
1545,,A Quiet Place,['John Krasinski'],"['Bryan Woods', 'Scott Beck', '3 more credits']","['Emily Blunt', 'John Krasinski', 'Millicent Simmonds']","['Drama', 'Horror', 'Sci-Fi']",English,USA,1h 30min,PG-13,6-Apr-18,82.0,17000000.0,Paramount Pictures
1546,,Korova,['Aleksandr Petrov'],"['Aleksandr Petrov', 'Andrey Platonov']","['Nikolai Gusarov', 'Lyubov Teplova', 'Kostya Panov']","['Animation', 'Short', 'Drama']",Russian,Soviet Union,10min,10min,,,,
1547,,The Broken Circle Breakdown,['Felix van Groeningen'],"['Johan Heldenbergh', 'Mieke Dobbels', '3 more credits']","['Veerle Baetens', 'Johan Heldenbergh', 'Nell Cattrysse']","['Drama', 'Music', 'Romance']",Flemish,Belgium,1h 51min,Not Rated,10-Oct-12,70.0,,Tribeca Film
1548,,Solo: A Star Wars Story,['Ron Howard'],"['Jonathan Kasdan', 'Lawrence Kasdan', '1 more credit']","['Alden Ehrenreich', 'Woody Harrelson', 'Emilia Clarke']","['Action', 'Adventure', 'Sci-Fi']",English,USA,2h 15min,PG-13,25-May-18,62.0,275000000.0,Walt Disney Studios Motion Pictures
1549,,Skyfall,['Sam Mendes'],"['Neal Purvis', 'Robert Wade', '2 more credits']","['Daniel Craig', 'Javier Bardem', 'Naomie Harris']","['Action', 'Adventure', 'Thriller']",English,UK,2h 23min,PG-13,9-Nov-12,81.0,200000000.0,20th Century Fox Home Entertainment
1550,,Eastern Promises,['David Cronenberg'],['Steven Knight'],"['Naomi Watts', 'Viggo Mortensen', 'Armin Mueller-Stahl']","['Action', 'Crime', 'Drama', 'Thriller']",English,UK,1h 40min,R,21-Sep-07,82.0,,Focus Features
1551,,The Secret of Kells,"['Tomm Moore', 'Nora Twomey']","['Tomm Moore', 'Fabrice Ziolkowski']","['Evan McGuire', 'Brendan Gleeson', 'Mick Lally']","['Animation', 'Adventure', 'Family', 'Fantasy']",English,France,1h 15min,Not Rated,22-Jun-16,81.0,8000000.0,GKIDS
1552,,Knives Out,['Rian Johnson'],['Rian Johnson'],"['Daniel Craig', 'Chris Evans', 'Ana de Armas']","['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",English,USA,2h 10min,PG-13,27-Nov-19,82.0,40000000.0,Lionsgate
1553,,When Harry Met Sally...,['Rob Reiner'],['Nora Ephron'],"['Billy Crystal', 'Meg Ryan', 'Carrie Fisher']","['Comedy', 'Drama', 'Romance']",English,USA,1h 35min,R,21-Jul-89,76.0,16000000.0,Columbia Pictures
1554,,In & Out,['Frank Oz'],['Paul Rudnick'],"['Kevin Kline', 'Joan Cusack', 'Tom Selleck']","['Comedy', 'Romance']",English,USA,1h 30min,PG-13,19-Sep-97,70.0,35000000.0,Paramount Pictures
1555,,New Boy,['Steph Green'],"['Roddy Doyle', 'Steph Green']","['Olutunji Ebun-Cole', ""Simon O'Driscoll"", ""Fionn O'Shea""]","['Short', 'Drama']",English,Ireland,11min,11min,,,,Magnolia Pictures
1556,,Gloria,['John Cassavetes'],['John Cassavetes'],"['Gena Rowlands', 'Buck Henry', 'Julie Carmen']","['Crime', 'Drama', 'Thriller']",English,USA,2h 3min,PG,1-Oct-80,68.0,,Columbia Pictures
1557,,Volver,['Pedro Almodóvar'],['Pedro Almodóvar'],"['Penélope Cruz', 'Carmen Maura', 'Lola Dueñas']","['Comedy', 'Drama']",Spanish,Spain,2h 1min,R,26-Jan-07,84.0,,Sony Pictures Classics
1558,,Adaptation.,['Spike Jonze'],"['Susan Orlean', 'Charlie Kaufman']","['Nicolas Cage', 'Meryl Streep', 'Chris Cooper']","['Comedy', 'Drama']",English,USA,1h 55min,R,14-Feb-03,83.0,19000000.0,Columbia Pictures
1559,,The Wings of the Dove,['Iain Softley'],"['Henry James', 'Hossein Amini']","['Helena Bonham Carter', 'Linus Roache', 'Alex Jennings']","['Drama', 'Romance']",English,USA,1h 42min,R,13-Mar-98,73.0,,Miramax
1560,,The Imitation Game,['Morten Tyldum'],"['Graham Moore', 'Andrew Hodges']","['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode']","['Biography', 'Drama', 'Thriller', 'War']",English,UK,1h 54min,PG-13,25-Dec-14,73.0,14000000.0,The Weinstein Company
1561,,Ice Castles,['Donald Wrye'],"['Donald Wrye', 'Gary L. Baim', '1 more credit']","['Lynn-Holly Johnson', 'Robby Benson', 'Colleen Dewhurst']","['Drama', 'Romance', 'Sport']",English,USA,1h 48min,PG,31-Dec-78,51.0,,Columbia Pictures
1562,,Tangerines,['Zaza Urushadze'],"['Tatjana Mülbeier', 'Zaza Urushadze', '2 more credits']","['Lembit Ulfsak', 'Elmo Nüganen', 'Giorgi Nakashidze']","['Drama', 'War']",Estonian,Estonia,1h 27min,Not Rated,17-Apr-15,73.0,,Samuel Goldwyn Films
1563,,The Favourite,['Yorgos Lanthimos'],"['Deborah Davis', 'Tony McNamara']","['Olivia Colman', 'Emma Stone', 'Rachel Weisz']","['Biography', 'Comedy', 'Drama', 'History']",English,Ireland,1h 59min,R,21-Dec-18,91.0,15000000.0,Fox Searchlight Pictures
1564,,Gullah Tales,['Gary Moss'],['Gary Moss'],"['Barbara Gagrinsky', 'Janie Hunter', 'Stace McDaniel']",['Short'],English,USA,20min,20min,,,,
1565,,Lost in Translation,['Sofia Coppola'],['Sofia Coppola'],"['Bill Murray', 'Scarlett Johansson', 'Giovanni Ribisi']","['Comedy', 'Drama']",English,USA,1h 42min,R,3-Oct-03,89.0,4000000.0,Focus Features
1566,,The Black Hole,['Gary Nelson'],"['Jeb Rosebrook', 'Bob Barbash', '3 more credits']","['Maximilian Schell', 'Anthony Perkins', 'Robert Forster']","['Action', 'Sci-Fi']",English,USA,1h 38min,PG,21-Dec-79,52.0,20000000.0,Buena Vista Distribution Company
1567,,Vatel,['Roland Joffé'],"['Jeanne Labrune', 'Tom Stoppard']","['Gérard Depardieu', 'Uma Thurman', 'Tim Roth']","['Biography', 'Drama', 'Romance']",English,France,1h 43min,PG-13,10-May-00,44.0,36000000.0,Miramax
1568,,District 9,['Neill Blomkamp'],"['Neill Blomkamp', 'Terri Tatchell']","['Sharlto Copley', 'David James', 'Jason Cope']","['Action', 'Sci-Fi', 'Thriller']",English,South Africa,1h 52min,R,14-Aug-09,81.0,30000000.0,Sony Pictures Releasing
1569,,Girl with a Pearl Earring,['Peter Webber'],"['Tracy Chevalier', 'Olivia Hetreed']","['Scarlett Johansson', 'Colin Firth', 'Tom Wilkinson']","['Biography', 'Drama', 'Romance']",English,UK,1h 40min,PG-13,30-Jan-04,72.0,12000000.0,Lions Gate Films
1570,,Nine to Five,['Colin Higgins'],"['Patricia Resnick', 'Colin Higgins', '1 more credit']","['Jane Fonda', 'Lily Tomlin', 'Dolly Parton']",['Comedy'],English,USA,1h 49min,PG,19-Dec-80,58.0,10000000.0,Twentieth Century Fox
1571,,Wild at Heart,['David Lynch'],"['Barry Gifford', 'David Lynch']","['Nicolas Cage', 'Laura Dern', 'Willem Dafoe']","['Comedy', 'Crime', 'Drama', 'Thriller']",English,USA,2h 5min,R,17-Aug-90,52.0,9500000.0,The Samuel Goldwyn Company
1572,,The Master,['Paul Thomas Anderson'],['Paul Thomas Anderson'],"['Philip Seymour Hoffman', 'Joaquin Phoenix', 'Amy Adams']",['Drama'],English,USA,2h 18min,R,21-Sep-12,86.0,32000000.0,The Weinstein Company
1573,,The Last Station,['Michael Hoffman'],"['Michael Hoffman', 'Jay Parini']","['Helen Mirren', 'James McAvoy', 'Christopher Plummer']","['Biography', 'Drama', 'Romance']",English,UK,1h 52min,R,26-Feb-10,76.0,18000000.0,Sony Pictures Classics
1574,,Finding Neverland,['Marc Forster'],"['Allan Knee', 'David Magee']","['Johnny Depp', 'Kate Winslet', 'Julie Christie']","['Biography', 'Drama', 'Family']",English,USA,1h 46min,PG,17-Dec-04,67.0,25000000.0,Miramax
1575,,Black Rain,['Ridley Scott'],"['Craig Bolotin', 'Warren Lewis']","['Michael Douglas', 'Andy Garcia', 'Ken Takakura']","['Action', 'Crime', 'Thriller']",English,USA,2h 5min,R,22-Sep-89,56.0,30000000.0,Paramount Pictures
1576,,Glengarry Glen Ross,['James Foley'],"['David Mamet', 'David Mamet']","['Al Pacino', 'Jack Lemmon', 'Alec Baldwin']","['Crime', 'Drama', 'Mystery']",English,USA,1h 40min,R,2-Oct-92,82.0,12500000.0,New Line Cinema
1577,,Shoplifters,['Hirokazu Koreeda'],"['Hirokazu Koreeda', 'Hirokazu Koreeda']","['Lily Franky', 'Sakura Andô', 'Kirin Kiki']","['Crime', 'Drama']",Japanese,Japan,2h 1min,R,23-Nov-18,93.0,,Magnolia Pictures
1578,,Gregors größte Erfindung,['Johannes Kiefer'],['Johannes Kiefer'],"['Alexander Beyer', 'Christel Peters', 'Ruth Nimbach']","['Short', 'Comedy', 'Adventure', 'Romance']",German,Germany,11min,11min,,,,
1579,,Most,['Bobby Garabedian'],"['Bobby Garabedian', 'William Zabka']","['Vladimír Javorský', 'Linda Rybová', 'Ladislav Ondrej']","['Short', 'Drama']",English,USA,29min,29min,,,,
1580,,Predator,['John McTiernan'],"['Jim Thomas', 'John Thomas']","['Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",English,USA,1h 47min,R,12-Jun-87,45.0,15000000.0,Twentieth Century Fox
1581,,Orlando,['Sally Potter'],"['Sally Potter', 'Virginia Woolf']","['Tilda Swinton', 'Billy Zane', 'Quentin Crisp']","['Biography', 'Drama', 'Fantasy', 'Romance']",English,UK,1h 34min,PG-13,9-Jun-93,74.0,4000000.0,Sony Pictures Classics
1582,,Zus & zo,['Paula van der Oest'],['Paula van der Oest'],"['Sylvia Poorta', 'Anneke Blok', 'Monic Hendrickx']","['Comedy', 'Fantasy', 'Romance']",Dutch,Netherlands,1h 46min,Unrated,8-May-02,50.0,,Lifesize Entertainment
1583,,Anna and the King,['Andy Tennant'],"['Anna Leonowens', 'Steve Meerson', '1 more credit']","['Jodie Foster', 'Yun-Fat Chow', 'Bai Ling']","['Drama', 'History', 'Romance']",English,USA,2h 28min,PG-13,17-Dec-99,56.0,92000000.0,Fox 2000 Pictures
1584,,Every Child,['Eugene Fedorenko'],"['Derek Lamb', 'Bernard Carez', '1 more credit']","['Bernard Carez', 'Sophie Cowling', 'Raymond Pollender']","['Family', 'Comedy', 'Animation', 'Short']",English,Canada,6min,6min,,,,
1585,,Chastnaya zhizn,['Yuli Raizman'],"['Anatoli Grebnev', 'Yuli Raizman']","['Mikhail Ulyanov', 'Iya Savvina', 'Irina Gubanova']",['Drama'],Russian,Soviet Union,1h 42min,1h 42min,,,,International Film Exchange
1586,,A Prophet,['Jacques Audiard'],"['Thomas Bidegain', 'Jacques Audiard', '2 more credits']","['Tahar Rahim', 'Niels Arestrup', 'Adel Bencherif']","['Crime', 'Drama']",French,France,2h 35min,R,26-Mar-10,90.0,13000000.0,Sony Pictures Classics
1587,,Persepolis,"['Vincent Paronnaud', 'Marjane Satrapi']","['Marjane Satrapi', 'Vincent Paronnaud']","['Chiara Mastroianni', 'Catherine Deneuve', 'Gena Rowlands']","['Animation', 'Biography', 'Drama', 'Family', 'History', 'War']",French,France,1h 36min,PG-13,22-Feb-08,90.0,7300000.0,Sony Pictures Classics
1588,,Rocketman,['Dexter Fletcher'],['Lee Hall'],"['Taron Egerton', 'Jamie Bell', 'Richard Madden']","['Biography', 'Drama', 'Music', 'Musical']",English,UK,2h 1min,R,31-May-19,69.0,40000000.0,Paramount Pictures
1589,,Trading Places,['John Landis'],"['Timothy Harris', 'Herschel Weingrod']","['Eddie Murphy', 'Dan Aykroyd', 'Ralph Bellamy']",['Comedy'],English,USA,1h 56min,R,8-Jun-83,69.0,15000000.0,Paramount Pictures
1590,,Wild,['Jean-Marc Vallée'],"['Nick Hornby', 'Cheryl Strayed']","['Reese Witherspoon', 'Laura Dern', 'Gaby Hoffmann']","['Biography', 'Drama']",English,USA,1h 55min,R,19-Dec-14,76.0,15000000.0,Fox Searchlight Pictures
1591,,Unfinished Business,['Steven Okazaki'],"['Laura Ide', 'Jane Kaihatsu', '2 more credits']","['Amy Hill', 'Gordon Hirabayashi', 'Fred Korematsu']","['Documentary', 'History', 'War']",English,USA,58min,Not Rated,Mar-86,,,
1592,,The Red Turtle,['Michael Dudok de Wit'],"['Michael Dudok de Wit', 'Pascale Ferran', '1 more credit']","['Emmanuel Garijo', 'Tom Hudson', 'Baptiste Goy']","['Animation', 'Family', 'Fantasy']",None,France,1h 20min,PG,20-Jan-17,86.0,,Sony Pictures Classics
1593,,Bob's Birthday,"['David Fine', 'Alison Snowden']","['Alison Snowden', 'David Fine']","['Andy Hamilton', 'Alison Snowden', 'Harry Enfield']","['Animation', 'Short', 'Comedy']",English,Canada,12min,12min,,,,
1594,,Seraglio,"['Colin Campbell', 'Gail Lerner']","['Colin Campbell', 'Gail Lerner']","['Debra Christofferson', 'Anthony Burch', 'Michael Erger']","['Short', 'Comedy', 'Romance']",English,USA,14min,14min,,,,
1595,,Little Surprises,['Jeff Goldblum'],['Lloyd Fonvielle'],"['Christine Cavanaugh', 'Julie Harris', 'Kenneth Moskow']","['Short', 'Comedy', 'Drama']",English,USA,36min,36min,,,,
1596,,Spotlight,['Tom McCarthy'],"['Josh Singer', 'Tom McCarthy']","['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams']","['Biography', 'Crime', 'Drama']",English,USA,2h 9min,R,20-Nov-15,93.0,20000000.0,Open Road Films
1597,,Mighty Joe Young,['Ron Underwood'],"['Merian C. Cooper', 'Ruth Rose', '2 more credits']","['Bill Paxton', 'Charlize Theron', 'Rade Serbedzija']","['Action', 'Adventure', 'Family', 'Fantasy', 'Thriller']",English,USA,1h 54min,PG,25-Dec-98,51.0,90000000.0,Buena Vista Pictures
1598,,A Simple Plan,['Sam Raimi'],"['Scott B. Smith', 'Scott B. Smith']","['Bill Paxton', 'Billy Bob Thornton', 'Bridget Fonda']","['Crime', 'Drama', 'Thriller']",English,UK,2h 1min,R,22-Jan-99,82.0,30000000.0,Paramount Pictures
1599,,Beverly Hills Cop,['Martin Brest'],"['Daniel Petrie Jr.', 'Danilo Bach', '1 more credit']","['Eddie Murphy', 'Judge Reinhold', 'John Ashton']","['Action', 'Comedy', 'Crime', 'Thriller']",English,USA,1h 45min,R,5-Dec-84,66.0,14000000.0,Paramount Pictures
1600,,Auf der Strecke,['Reto Caffi'],"['Reto Caffi', 'Naomi Westerman', '1 more credit']","['Roland Bonjour', 'Julie Bräuning', 'Janic Halioua']","['Short', 'Drama']",Swiss German,Switzerland,30min,30min,,,,Magnolia Pictures
1601,,Rejected,['Don Hertzfeldt'],['Don Hertzfeldt'],"['Robert May', 'Jennifer Nyholm', 'Don Hertzfeldt']","['Animation', 'Short', 'Comedy', 'Fantasy']",English,USA,9min,Unrated,25-Jul-00,,,
1602,,Romeo + Juliet,['Baz Luhrmann'],"['William Shakespeare', 'Craig Pearce', '1 more credit']","['Leonardo DiCaprio', 'Claire Danes', 'John Leguizamo']","['Drama', 'Romance']",English,USA,2h,PG-13,1-Nov-96,60.0,14500000.0,Twentieth Century Fox
1603,,Cinderella Man,['Ron Howard'],"['Cliff Hollingsworth', 'Akiva Goldsman', '1 more credit']","['Russell Crowe', 'Renée Zellweger', 'Craig Bierko']","['Biography', 'Drama', 'History', 'Romance', 'Sport']",English,USA,2h 24min,PG-13,3-Jun-05,69.0,88000000.0,Universal Pictures
1604,,Missing Link,['Chris Butler'],['Chris Butler'],"['Hugh Jackman', 'David Walliams', 'Stephen Fry']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",English,Canada,1h 33min,PG,12-Apr-19,68.0,100000000.0,United Artists Releasing
1605,,Parvaneh,['Talkhon Hamzavi'],['Talkhon Hamzavi'],"['Alireza Bayram', 'Brigitte Beyeler', 'Cheryl Graf']","['Short', 'Drama']",German,Switzerland,25min,TV-G,Nov-12,,,
1606,,Lion,['Garth Davis'],"['Saroo Brierley', 'Luke Davies']","['Dev Patel', 'Nicole Kidman', 'Rooney Mara']","['Biography', 'Drama']",English,UK,1h 58min,PG-13,6-Jan-17,69.0,12000000.0,The Weinstein Company
1607,,Spider-Man 2,['Sam Raimi'],"['Stan Lee', 'Steve Ditko', '4 more credits']","['Tobey Maguire', 'Kirsten Dunst', 'Alfred Molina']","['Action', 'Adventure', 'Sci-Fi']",English,USA,2h 7min,PG-13,30-Jun-04,83.0,200000000.0,Sony Pictures Home Entertainment
1608,,Snow White and the Huntsman,['Rupert Sanders'],"['Evan Daugherty', 'John Lee Hancock', '2 more credits']","['Kristen Stewart', 'Chris Hemsworth', 'Charlize Theron']","['Action', 'Adventure', 'Drama', 'Fantasy']",English,USA,2h 7min,PG-13,1-Jun-12,57.0,170000000.0,Universal Pictures
1609,,City Slickers,['Ron Underwood'],"['Lowell Ganz', 'Babaloo Mandel']","['Billy Crystal', 'Jack Palance', 'Daniel Stern']","['Comedy', 'Western']",English,USA,1h 53min,PG-13,7-Jun-91,70.0,27000000.0,Columbia Pictures
1610,,Tinker Tailor Soldier Spy,['Tomas Alfredson'],"[""Bridget O'Connor"", 'Peter Straughan', '1 more credit']","['Gary Oldman', 'Colin Firth', 'Tom Hardy']","['Drama', 'Mystery', 'Thriller']",English,France,2h 2min,R,6-Jan-12,85.0,,Focus Features
